,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
25593,How much more does an antique oak writing desk cost than an antique birchwood dining table?,,"1,266",$,,"antique birchwood dining table | $4,546.00
antique cast-iron bench | $3,600.00
antique hand-painted trunk | $2,223.00
antique oak writing desk | $5,812.00","{'Column 1': ['antique birchwood dining table', 'antique cast-iron bench', 'antique hand-painted trunk', 'antique oak writing desk'], 'Column 2': ['$4,546.00', '$3,600.00', '$2,223.00', '$5,812.00']}",4,2,"Subtract the price of an antique birchwood dining table from the price of an antique oak writing desk.

$5,812.00 - $4,546.00 = $1,266.00

An antique oak writing desk costs $1,266.00 more than an antique birchwood dining table.",free_text,integer_number,4,train,2,5773
2306,"Look at the table. Then answer the question. At a price of $1,030, is there a shortage or a surplus?","['shortage', 'surplus']",shortage,,,"Price | Quantity demanded | Quantity supplied
$910 | 12,800 | 1,900
$1,030 | 12,500 | 6,400
$1,150 | 12,200 | 10,900
$1,270 | 11,900 | 15,400
$1,390 | 11,600 | 19,900","{'Price': ['$910', '$1,030', '$1,150', '$1,270', '$1,390'], 'Quantity demanded': ['12,800', '12,500', '12,200', '11,900', '11,600'], 'Quantity supplied': ['1,900', '6,400', '10,900', '15,400', '19,900']}",6,3,"At the price of $1,030, the quantity demanded is greater than the quantity supplied. There is not enough of the good or service for sale at that price. So, there is a shortage.
",multi_choice,boolean_text,5,train,3,1938
5650,Look at the following schedule. How long does it take to get from Smith Road to Maple Avenue?,"['45 minutes', '1 hour', '15 minutes', '30 minutes']",1 hour,,Subway train schedule,"Smith Road | 10:15 A.M. | 10:30 A.M. | 10:45 A.M. | 11:00 A.M.
Washington Street | 10:30 A.M. | 10:45 A.M. | 11:00 A.M. | 11:15 A.M.
Maple Avenue | 11:15 A.M. | 11:30 A.M. | 11:45 A.M. | 12:00 P.M.
North Road | 11:45 A.M. | 12:00 P.M. | 12:15 P.M. | 12:30 P.M.
West Street | 12:30 P.M. | 12:45 P.M. | 1:00 P.M. | 1:15 P.M.
Forest Avenue | 12:45 P.M. | 1:00 P.M. | 1:15 P.M. | 1:30 P.M.
Spring Street | 1:00 P.M. | 1:15 P.M. | 1:30 P.M. | 1:45 P.M.","{'Column 1': ['Smith Road', 'Washington Street', 'Maple Avenue', 'North Road', 'West Street', 'Forest Avenue', 'Spring Street'], 'Column 2': ['10:15 A.M.', '10:30 A.M.', '11:15 A.M.', '11:45 A.M.', '12:30 P.M.', '12:45 P.M.', '1:00 P.M.'], 'Column 3': ['10:30 A.M.', '10:45 A.M.', '11:30 A.M.', '12:00 P.M.', '12:45 P.M.', '1:00 P.M.', '1:15 P.M.'], 'Column 4': ['10:45 A.M.', '11:00 A.M.', '11:45 A.M.', '12:15 P.M.', '1:00 P.M.', '1:15 P.M.', '1:30 P.M.'], 'Column 5': ['11:00 A.M.', '11:15 A.M.', '12:00 P.M.', '12:30 P.M.', '1:15 P.M.', '1:30 P.M.', '1:45 P.M.']}",7,5,"Read the times in the first column for Smith Road and Maple Avenue.

Find the elapsed time between 10:15 A. M. and 11:15 A. M. The elapsed time is 1 hour.

No matter which column of times you look at, the elapsed time is always 1 hour.",multi_choice,other_text,4,train,4,14471
21292,A pizza delivery driver paid attention to how many pizzas she delivered over the past 6 days. What is the mean of the numbers?,,6,,Pizzas delivered,"Day | Number of pizzas
Monday | 4
Tuesday | 7
Wednesday | 5
Thursday | 9
Friday | 3
Saturday | 8","{'Day': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'Number of pizzas': ['4', '7', '5', '9', '3', '8']}",7,2,"Read the numbers from the table.

4, 7, 5, 9, 3, 8

First, count how many numbers are in the group.

There are 6 numbers.

Now add all the numbers together:

4 + 7 + 5 + 9 + 3 + 8 = 36

Now divide the sum by the number of numbers:

36 ÷ 6 = 6

The mean is 6.",free_text,integer_number,7,train,0,15688
20348,"In hopes of raising more funds for arts education, some parents in the Summerfield School District publicized the current per-student arts education budget. According to the table, what was the rate of change between 2007 and 2008?",,1,"$, per year",Summerfield arts education budget,"Year | Per-student budget
2006 | $21
2007 | $30
2008 | $31
2009 | $32
2010 | $32","{'Year': ['2006', '2007', '2008', '2009', '2010'], 'Per-student budget': ['$21', '$30', '$31', '$32', '$32']}",6,2,"Plug the numbers into the formula for rate of change and simplify.
Rate of change
 = \frac{change in value}{change in time}
 = \frac{$31 - $30}{2008 - 2007}
 = \frac{$31 - $30}{1 year}
 = \frac{$1}{1 year}
 = $1 per year
The rate of change between 2007 and 2008 was $1 per year.",free_text,integer_number,8,train,1,15155
12052,Lara has $31.00. Does she have enough to buy ravioli and baked chicken?,"['yes', 'no']",yes,,,"pasta with mushrooms | $14.00
baked ziti | $14.00
lasagna | $11.00
mushroom pizza | $14.00
ravioli | $13.00
baked chicken | $17.00","{'Column 1': ['pasta with mushrooms', 'baked ziti', 'lasagna', 'mushroom pizza', 'ravioli', 'baked chicken'], 'Column 2': ['$14.00', '$14.00', '$11.00', '$14.00', '$13.00', '$17.00']}",6,2,"Add the price of ravioli and the price of baked chicken:

$13.00 + $17.00 = $30.00

$30.00 is less than $31.00. Lara does have enough money.",multi_choice,boolean_text,3,train,2,13438
20914,"Look at the table. Then answer the question. At a price of $550, is there a shortage or a surplus?","['shortage', 'surplus']",shortage,,,"Price | Quantity demanded | Quantity supplied
$550 | 19,900 | 2,600
$680 | 15,300 | 6,900
$810 | 10,700 | 11,200
$940 | 6,100 | 15,500
$1,070 | 1,500 | 19,800","{'Price': ['$550', '$680', '$810', '$940', '$1,070'], 'Quantity demanded': ['19,900', '15,300', '10,700', '6,100', '1,500'], 'Quantity supplied': ['2,600', '6,900', '11,200', '15,500', '19,800']}",6,3,"At the price of $550, the quantity demanded is greater than the quantity supplied. There is not enough of the good or service for sale at that price. So, there is a shortage.
",multi_choice,boolean_text,5,train,3,15
2663,Look at the following schedule. Alan just missed the 12.45 P.M. bus at the famous bridge. What time is the next bus?,"['1:30 P.M.', '10:45 A.M.', '2:15 P.M.', '12:45 P.M.']",1:30 P.M.,,Tour bus schedule,"old building | 8:00 A.M. | 10:00 A.M. | 10:15 A.M. | 11:00 A.M.
university campus | 8:45 A.M. | 10:45 A.M. | 11:00 A.M. | 11:45 A.M.
shopping district | 9:30 A.M. | 11:30 A.M. | 11:45 A.M. | 12:30 P.M.
the riverfront | 9:45 A.M. | 11:45 A.M. | 12:00 P.M. | 12:45 P.M.
famous bridge | 10:30 A.M. | 12:30 P.M. | 12:45 P.M. | 1:30 P.M.
landmark sculpture | 11:15 A.M. | 1:15 P.M. | 1:30 P.M. | 2:15 P.M.
the aquarium | 12:15 P.M. | 2:15 P.M. | 2:30 P.M. | 3:15 P.M.
the zoo | 1:00 P.M. | 3:00 P.M. | 3:15 P.M. | 4:00 P.M.","{'Column 1': ['old building', 'university campus', 'shopping district', 'the riverfront', 'famous bridge', 'landmark sculpture', 'the aquarium', 'the zoo'], 'Column 2': ['8:00 A.M.', '8:45 A.M.', '9:30 A.M.', '9:45 A.M.', '10:30 A.M.', '11:15 A.M.', '12:15 P.M.', '1:00 P.M.'], 'Column 3': ['10:00 A.M.', '10:45 A.M.', '11:30 A.M.', '11:45 A.M.', '12:30 P.M.', '1:15 P.M.', '2:15 P.M.', '3:00 P.M.'], 'Column 4': ['10:15 A.M.', '11:00 A.M.', '11:45 A.M.', '12:00 P.M.', '12:45 P.M.', '1:30 P.M.', '2:30 P.M.', '3:15 P.M.'], 'Column 5': ['11:00 A.M.', '11:45 A.M.', '12:30 P.M.', '12:45 P.M.', '1:30 P.M.', '2:15 P.M.', '3:15 P.M.', '4:00 P.M.']}",8,5,"Find 12:45 P. M. in the row for the famous bridge.

Look for the next bus in that row.

The next bus is at 1:30 P. M.",multi_choice,extractive_text,4,train,4,9204
16184,The parks department compared how many basketball hoops there are at each park. What is the mean of the numbers?,,6,,Basketball hoops,"Park | Number of basketball hoops
Canal Park | 3
Heron Park | 7
Otter Park | 9
Kelly Park | 10
Pinehurst Park | 3
Riverfront Park | 4
Westfield Park | 8
Mooreland Park | 4","{'Park': ['Canal Park', 'Heron Park', 'Otter Park', 'Kelly Park', 'Pinehurst Park', 'Riverfront Park', 'Westfield Park', 'Mooreland Park'], 'Number of basketball hoops': ['3', '7', '9', '10', '3', '4', '8', '4']}",9,2,"Read the numbers from the table.

3, 7, 9, 10, 3, 4, 8, 4

First, count how many numbers are in the group.

There are 8 numbers.

Now add all the numbers together:

3 + 7 + 9 + 10 + 3 + 4 + 8 + 4 = 48

Now divide the sum by the number of numbers:

48 ÷ 8 = 6

The mean is 6.",free_text,integer_number,8,train,0,8426
3835,Bryant's campground is close to two hiking trails with scenic destinations. One trail ends at an underground lake in the bottom of a small cave. The other trail ends at a mountain peak. The elevation of each destination is shown on the campground map. Which trail's destination is farther from sea level?,"['underground lake', 'mountain peak']",underground lake,,,"Destination | Elevation (ft.)
Underground lake | -350
Mountain peak | 325","{'Destination': ['Underground lake', 'Mountain peak'], 'Elevation (ft.)': ['-350', '325']}",3,2,"The underground lake's elevation is negative, so it is below sea level. The mountain peak's elevation is positive, so it is above sea level.
To find the destination farther from sea level, use absolute value. Absolute value tells you how far each destination is from sea level.
Underground lake: |-350| = 350
Mountain peak: |325| = 325
The underground lake is 350 feet below sea level, and the mountain peak is only 325 feet above sea level. The underground lake is farther from sea level.",multi_choice,extractive_text,6,train,1,3021
36514,Logan has $14.00. Does he have enough to buy a cheese pizza and a green salad?,"['yes', 'no']",no,,,"steamed broccoli | $5.00
spaghetti and meatballs | $9.00
green salad | $8.00
pasta with white sauce | $5.00
cheese pizza | $8.00","{'Column 1': ['steamed broccoli', 'spaghetti and meatballs', 'green salad', 'pasta with white sauce', 'cheese pizza'], 'Column 2': ['$5.00', '$9.00', '$8.00', '$5.00', '$8.00']}",5,2,"Add the price of a cheese pizza and the price of a green salad:

$8.00 + $8.00 = $16.00

$16.00 is more than $14.00. Logan does not have enough money.",multi_choice,boolean_text,3,train,2,453
33355,"Look at the table. Then answer the question. At a price of $720, is there a shortage or a surplus?","['shortage', 'surplus']",shortage,,,"Price | Quantity demanded | Quantity supplied
$720 | 14,300 | 1,000
$860 | 11,200 | 3,500
$1,000 | 8,100 | 6,000
$1,140 | 5,000 | 8,500
$1,280 | 1,900 | 11,000","{'Price': ['$720', '$860', '$1,000', '$1,140', '$1,280'], 'Quantity demanded': ['14,300', '11,200', '8,100', '5,000', '1,900'], 'Quantity supplied': ['1,000', '3,500', '6,000', '8,500', '11,000']}",6,3,"At the price of $720, the quantity demanded is greater than the quantity supplied. There is not enough of the good or service for sale at that price. So, there is a shortage.
",multi_choice,boolean_text,5,train,3,4793
4681,"Look at the following schedule. Leslie is at the hotel. If she wants to arrive at the art museum at 2.15 P.M., what time should she get on the bus?","['12:30 P.M.', '1:00 P.M.', '11:45 A.M.', '12:45 P.M.']",12:30 P.M.,,Hotel shuttle bus schedule,"shopping mall | 9:30 A.M. | 10:30 A.M. | 10:45 A.M. | 11:00 A.M.
college campus | 10:15 A.M. | 11:15 A.M. | 11:30 A.M. | 11:45 A.M.
train station | 10:45 A.M. | 11:45 A.M. | 12:00 P.M. | 12:15 P.M.
hotel | 11:30 A.M. | 12:30 P.M. | 12:45 P.M. | 1:00 P.M.
baseball stadium | 12:15 P.M. | 1:15 P.M. | 1:30 P.M. | 1:45 P.M.
art museum | 1:15 P.M. | 2:15 P.M. | 2:30 P.M. | 2:45 P.M.","{'Column 1': ['shopping mall', 'college campus', 'train station', 'hotel', 'baseball stadium', 'art museum'], 'Column 2': ['9:30 A.M.', '10:15 A.M.', '10:45 A.M.', '11:30 A.M.', '12:15 P.M.', '1:15 P.M.'], 'Column 3': ['10:30 A.M.', '11:15 A.M.', '11:45 A.M.', '12:30 P.M.', '1:15 P.M.', '2:15 P.M.'], 'Column 4': ['10:45 A.M.', '11:30 A.M.', '12:00 P.M.', '12:45 P.M.', '1:30 P.M.', '2:30 P.M.'], 'Column 5': ['11:00 A.M.', '11:45 A.M.', '12:15 P.M.', '1:00 P.M.', '1:45 P.M.', '2:45 P.M.']}",6,5,"Look at the row for the art museum. Find the bus that arrives at the art museum at 2:15 P. M.

Look up the column until you find the row for the hotel.

Leslie should get on the bus at 12:30 P. M.",multi_choice,extractive_text,4,train,4,6872
18344,An architecture student measured the heights of all the buildings downtown. What is the height of the tallest building?,,90,meters tall,Building heights (meters),"Stem | Leaf 
2 | 1, 4, 9
3 | 3, 4
4 | 7, 9
5 | 5, 7, 9, 9
6 | 5, 6, 9, 9
7 | 1
8 | 3, 5, 8, 8
9 | 0","{'Stem': ['2', '3', '4', '5', '6', '7', '8', '9'], 'Leaf ': ['1, 4, 9', '3, 4', '7, 9', '5, 7, 9, 9', '5, 6, 9, 9', '1', '3, 5, 8, 8', '0']}",9,2,"Look at the last row of the stem-and-leaf plot. The last row has the highest stem. The stem for the last row is 9.

Now find the highest leaf in the last row. The highest leaf is 0.

The height of the tallest building has a stem of 9 and a leaf of 0. Write the stem first, then the leaf: 90.

The height of the tallest building is 90 meters tall.",free_text,integer_number,4,train,0,7776
14747,"A dog show enthusiast recorded the weight of the winning dog at recent dog shows. According to the table, what was the rate of change between 2014 and 2015?",,-6,kilograms per year,Weight of winning dog at a dog show,"Year | Weight (kg)
2013 | 14
2014 | 18
2015 | 12
2016 | 15
2017 | 19","{'Year': ['2013', '2014', '2015', '2016', '2017'], 'Weight (kg)': ['14', '18', '12', '15', '19']}",6,2,"Plug the numbers into the formula for rate of change and simplify.
Rate of change
 = \frac{change in value}{change in time}
 = \frac{12 kilograms - 18 kilograms}{2015 - 2014}
 = \frac{12 kilograms - 18 kilograms}{1 year}
 = \frac{-6 kilograms}{1 year}
 = -6 kilograms per year
The rate of change between 2014 and 2015 was - 6 kilograms per year.",free_text,integer_number,7,train,1,11403
1409,How much more does a symphony ticket cost than a basketball ticket?,,39.83,$,,"concert ticket | $80.82
play ticket | $33.55
airplane show ticket | $23.80
car show ticket | $25.03
symphony ticket | $56.04
basketball ticket | $16.21","{'Column 1': ['concert ticket', 'play ticket', 'airplane show ticket', 'car show ticket', 'symphony ticket', 'basketball ticket'], 'Column 2': ['$80.82', '$33.55', '$23.80', '$25.03', '$56.04', '$16.21']}",6,2,"Subtract the price of a basketball ticket from the price of a symphony ticket.

$56.04 - $16.21 = $39.83

A symphony ticket costs $39.83 more than a basketball ticket.",free_text,decimal_number,4,train,2,8244
13235,"Look at the table. Then answer the question. At a price of $850, is there a shortage or a surplus?","['shortage', 'surplus']",shortage,,,"Price | Quantity demanded | Quantity supplied
$850 | 20,500 | 12,300
$970 | 17,600 | 14,200
$1,090 | 14,700 | 16,100
$1,210 | 11,800 | 18,000
$1,330 | 8,900 | 19,900","{'Price': ['$850', '$970', '$1,090', '$1,210', '$1,330'], 'Quantity demanded': ['20,500', '17,600', '14,700', '11,800', '8,900'], 'Quantity supplied': ['12,300', '14,200', '16,100', '18,000', '19,900']}",6,3,"At the price of $850, the quantity demanded is greater than the quantity supplied. There is not enough of the good or service for sale at that price. So, there is a shortage.
",multi_choice,boolean_text,5,train,3,12916
13614,Look at the following schedule. Marco just missed the 1.00 P.M. bus at the library. How long does he have to wait until the next bus?,"['30 minutes', '1 hour', '45 minutes', '15 minutes']",30 minutes,,Bus schedule,"the grocery store | 8:15 A.M. | 9:15 A.M. | 9:45 A.M. | 10:00 A.M.
the doctor's office | 9:15 A.M. | 10:15 A.M. | 10:45 A.M. | 11:00 A.M.
the post office | 10:15 A.M. | 11:15 A.M. | 11:45 A.M. | 12:00 P.M.
the movie theater | 11:00 A.M. | 12:00 P.M. | 12:30 P.M. | 12:45 P.M.
the library | 12:00 P.M. | 1:00 P.M. | 1:30 P.M. | 1:45 P.M.
the playground | 1:00 P.M. | 2:00 P.M. | 2:30 P.M. | 2:45 P.M.","{'Column 1': ['the grocery store', ""the doctor's office"", 'the post office', 'the movie theater', 'the library', 'the playground'], 'Column 2': ['8:15 A.M.', '9:15 A.M.', '10:15 A.M.', '11:00 A.M.', '12:00 P.M.', '1:00 P.M.'], 'Column 3': ['9:15 A.M.', '10:15 A.M.', '11:15 A.M.', '12:00 P.M.', '1:00 P.M.', '2:00 P.M.'], 'Column 4': ['9:45 A.M.', '10:45 A.M.', '11:45 A.M.', '12:30 P.M.', '1:30 P.M.', '2:30 P.M.'], 'Column 5': ['10:00 A.M.', '11:00 A.M.', '12:00 P.M.', '12:45 P.M.', '1:45 P.M.', '2:45 P.M.']}",6,5,"Find 1:00 P. M. in the row for the library.

Look for the next bus in that row.

The next bus is at 1:30 P. M.

Find the elapsed time. The elapsed time is 30 minutes.",multi_choice,other_text,4,train,4,9792
