,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
22868,"For a few weeks, a music producer kept track of newly released songs on a music streaming website. He recorded the music genre and number of times the song was played on its release date. What is the probability that a randomly selected song was country and had 0-500 plays? Simplify any fractions.",,3/20,,," | 0-500 plays | 501-1,000 plays
Country | 3 | 5
Rock | 5 | 7","{'Column 1': ['', 'Country', 'Rock'], 'Column 2': ['0-500 plays', '3', '5'], 'Column 3': ['501-1,000 plays', '5', '7']}",3,3,"Let A be the event ""the song was country"" and B be the event ""the song had 0-500 plays"".
To find the probability that a song was country and had 0-500 plays, first identify the sample space and the event.
The outcomes in the sample space are the different songs. Each song is equally likely to be selected, so this is a uniform probability model.
The event is A and B, ""the song was country and had 0-500 plays"".
Since this is a uniform probability model, count the number of outcomes in the event A and B and count the total number of outcomes. Then, divide them to compute the probability.

Find the number of outcomes in the event A and B.
A and B is the event ""the song was country and had 0-500 plays"", so look at the table to see how many songs were country and had 0-500 plays.
The number of songs that were country and had 0-500 plays is 3.

Find the total number of outcomes.
Add all the numbers in the table to find the total number of songs.
3 + 5 + 5 + 7 = 20

Find P(A and B).
Since all outcomes are equally likely, the probability of event A and B is the number of outcomes in event A and B divided by the total number of outcomes.
P(A and B) = \frac{# of outcomes in A and B}{total # of outcomes}
 = \frac{3}{20}
The probability that a song was country and had 0-500 plays is \frac{3}{20}.",free_text,decimal_number,8,train,1,4369
18732,How much money does Kelsey need to buy a stuffed animal and a video game?,,31.19,$,,"stuffed animal | $10.53
toy piano | $24.05
video game | $20.66
trampoline | $92.47","{'Column 1': ['stuffed animal', 'toy piano', 'video game', 'trampoline'], 'Column 2': ['$10.53', '$24.05', '$20.66', '$92.47']}",4,2,"Add the price of a stuffed animal and the price of a video game:

$10.53 + $20.66 = $31.19

Kelsey needs $31.19.",free_text,decimal_number,8,train,2,1753
11684,"Look at the table. Then answer the question. At a price of $205, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$45 | 17,400 | 20,400
$205 | 13,500 | 20,900
$365 | 9,600 | 21,400
$525 | 5,700 | 21,900
$685 | 1,800 | 22,400","{'Price': ['$45', '$205', '$365', '$525', '$685'], 'Quantity demanded': ['17,400', '13,500', '9,600', '5,700', '1,800'], 'Quantity supplied': ['20,400', '20,900', '21,400', '21,900', '22,400']}",6,3,"At the price of $205, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,12312
11843,Look at the following schedule. Dylan just missed the 10.45 A.M. train at the science museum. What time is the next train?,"['11:00 A.M.', '12:30 P.M.', '11:30 A.M.', '12:15 P.M.']",11:00 A.M.,,Light rail train schedule,"science museum | 10:30 A.M. | 10:45 A.M. | 11:00 A.M.
grocery store | 11:00 A.M. | 11:15 A.M. | 11:30 A.M.
town square | 11:30 A.M. | 11:45 A.M. | 12:00 P.M.
city hall | 12:00 P.M. | 12:15 P.M. | 12:30 P.M.
park | 12:30 P.M. | 12:45 P.M. | 1:00 P.M.
downtown | 1:00 P.M. | 1:15 P.M. | 1:30 P.M.","{'Column 1': ['science museum', 'grocery store', 'town square', 'city hall', 'park', 'downtown'], 'Column 2': ['10:30 A.M.', '11:00 A.M.', '11:30 A.M.', '12:00 P.M.', '12:30 P.M.', '1:00 P.M.'], 'Column 3': ['10:45 A.M.', '11:15 A.M.', '11:45 A.M.', '12:15 P.M.', '12:45 P.M.', '1:15 P.M.'], 'Column 4': ['11:00 A.M.', '11:30 A.M.', '12:00 P.M.', '12:30 P.M.', '1:00 P.M.', '1:30 P.M.']}",6,4,"Find 10:45 A. M. in the row for the science museum.

Look for the next train in that row.

The next train is at 11:00 A. M.",multi_choice,extractive_text,4,train,4,4894
29353,Haley recalled how many goals she had made in soccer practice each day. What is the median of the numbers?,,5,,Goals made,"Day | Number of goals
Thursday | 7
Friday | 2
Saturday | 7
Sunday | 5
Monday | 0","{'Day': ['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday'], 'Number of goals': ['7', '2', '7', '5', '0']}",6,2,"Read the numbers from the table.

7, 2, 7, 5, 0

First, arrange the numbers from least to greatest:

0, 2, 5, 7, 7

Now find the number in the middle.

0, 2, 5, 7, 7

The number in the middle is 5.

The median is 5.",free_text,integer_number,5,train,0,35
4525,Connor and his brother are at a store shopping for a beanbag chair for their school's library. The store sells beanbag chairs with different fabrics and types of filling. What is the probability that a randomly selected beanbag chair is made from suede and is filled with beads? Simplify any fractions.,,4/19,,," | Foam | Beads
Velvet | 4 | 6
Suede | 5 | 4","{'': ['Velvet', 'Suede'], 'Foam': ['4', '5'], 'Beads': ['6', '4']}",3,3,"Let A be the event ""the beanbag chair is made from suede"" and B be the event ""the beanbag chair is filled with beads"".
To find the probability that a beanbag chair is made from suede and is filled with beads, first identify the sample space and the event.
The outcomes in the sample space are the different beanbag chairs. Each beanbag chair is equally likely to be selected, so this is a uniform probability model.
The event is A and B, ""the beanbag chair is made from suede and is filled with beads"".
Since this is a uniform probability model, count the number of outcomes in the event A and B and count the total number of outcomes. Then, divide them to compute the probability.

Find the number of outcomes in the event A and B.
A and B is the event ""the beanbag chair is made from suede and is filled with beads"", so look at the table to see how many beanbag chairs are made from suede and are filled with beads.
The number of beanbag chairs that are made from suede and are filled with beads is 4.

Find the total number of outcomes.
Add all the numbers in the table to find the total number of beanbag chairs.
4 + 5 + 6 + 4 = 19

Find P(A and B).
Since all outcomes are equally likely, the probability of event A and B is the number of outcomes in event A and B divided by the total number of outcomes.
P(A and B) = \frac{# of outcomes in A and B}{total # of outcomes}
 = \frac{4}{19}
The probability that a beanbag chair is made from suede and is filled with beads is \frac{4}{19}.",free_text,decimal_number,8,train,1,1051
30763,How much more does a blender cost than a CD player?,,11.24,$,,"CD player | $18.55
radio | $20.46
telephone | $48.32
CD | $17.75
blender | $29.79
microphone | $22.09","{'Column 1': ['CD player', 'radio', 'telephone', 'CD', 'blender', 'microphone'], 'Column 2': ['$18.55', '$20.46', '$48.32', '$17.75', '$29.79', '$22.09']}",6,2,"Subtract the price of a CD player from the price of a blender.

$29.79 - $18.55 = $11.24

A blender costs $11.24 more than a CD player.",free_text,decimal_number,5,train,2,14395
5342,"Look at the table. Then answer the question. At a price of $1,395, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$915 | 21,100 | 2,600
$1,075 | 17,700 | 6,300
$1,235 | 14,300 | 10,000
$1,395 | 10,900 | 13,700
$1,555 | 7,500 | 17,400","{'Price': ['$915', '$1,075', '$1,235', '$1,395', '$1,555'], 'Quantity demanded': ['21,100', '17,700', '14,300', '10,900', '7,500'], 'Quantity supplied': ['2,600', '6,300', '10,000', '13,700', '17,400']}",6,3,"At the price of $1,395, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,3150
30074,Look at the following schedule. How long does it take to get from the school to the mall?,"['1 hour and 45 minutes', '2 hours and 30 minutes', '15 minutes', '30 minutes']",2 hours and 30 minutes,,Bus schedule,"the post office | 8:00 A.M. | 9:15 A.M. | 9:45 A.M.
the library | 9:00 A.M. | 10:15 A.M. | 10:45 A.M.
the doctor's office | 9:30 A.M. | 10:45 A.M. | 11:15 A.M.
the playground | 10:30 A.M. | 11:45 A.M. | 12:15 P.M.
the school | 10:45 A.M. | 12:00 P.M. | 12:30 P.M.
the grocery store | 11:30 A.M. | 12:45 P.M. | 1:15 P.M.
the science museum | 12:30 P.M. | 1:45 P.M. | 2:15 P.M.
the mall | 1:15 P.M. | 2:30 P.M. | 3:00 P.M.","{'Column 1': ['the post office', 'the library', ""the doctor's office"", 'the playground', 'the school', 'the grocery store', 'the science museum', 'the mall'], 'Column 2': ['8:00 A.M.', '9:00 A.M.', '9:30 A.M.', '10:30 A.M.', '10:45 A.M.', '11:30 A.M.', '12:30 P.M.', '1:15 P.M.'], 'Column 3': ['9:15 A.M.', '10:15 A.M.', '10:45 A.M.', '11:45 A.M.', '12:00 P.M.', '12:45 P.M.', '1:45 P.M.', '2:30 P.M.'], 'Column 4': ['9:45 A.M.', '10:45 A.M.', '11:15 A.M.', '12:15 P.M.', '12:30 P.M.', '1:15 P.M.', '2:15 P.M.', '3:00 P.M.']}",8,4,"Read the times in the first column for the school and the mall.

Find the elapsed time between 10:45 A. M. and 1:15 P. M. The elapsed time is 2 hours and 30 minutes.

No matter which column of times you look at, the elapsed time is always 2 hours and 30 minutes.",multi_choice,other_text,4,train,4,7349
25419,Each shopping bag has 5 pairs of jeans. How many pairs of jeans are in 5 shopping bags?,,25,pairs of jeans,,"Number of shopping bags | Number of pairs of jeans
1 | 5
2 | 10
3 | 15
4 | 20
5 | ?","{'Number of shopping bags': ['1', '2', '3', '4', '5'], 'Number of pairs of jeans': ['5', '10', '15', '20', '?']}",6,2,Count by fives. Use the chart: there are 25 pairs of jeans in 5 shopping bags.,free_text,integer_number,1,train,0,7357
21620,"During Fitness Day at school, Layla and her classmates took part in a pull-up competition, keeping track of the results. What is the largest number of pull-ups done?",,59,pull-ups,Pull-up competition (number of pull-ups),"Stem | Leaf 
2 | 0, 5, 6, 6, 7, 7
3 | 3, 4, 5, 6, 8, 8, 8, 9, 9
4 | 0, 0, 2, 5, 5, 7
5 | 2, 4, 6, 9","{'Stem': ['2', '3', '4', '5'], 'Leaf ': ['0, 5, 6, 6, 7, 7', '3, 4, 5, 6, 8, 8, 8, 9, 9', '0, 0, 2, 5, 5, 7', '2, 4, 6, 9']}",5,2,"Look at the last row of the stem-and-leaf plot. The last row has the highest stem. The stem for the last row is 5.

Now find the highest leaf in the last row. The highest leaf is 9.

The largest number of pull-ups done has a stem of 5 and a leaf of 9. Write the stem first, then the leaf: 59.

The largest number of pull-ups done is 59 pull-ups.",free_text,integer_number,8,train,1,2427
68,How much money does Tommy need to buy a purple pen and a box of colored pencils?,,1.26,$,,"box of colored pencils | $0.95
dry erase marker | $0.91
notebook | $0.92
pencil sharpener | $0.78
purple pen | $0.31","{'Column 1': ['box of colored pencils', 'dry erase marker', 'notebook', 'pencil sharpener', 'purple pen'], 'Column 2': ['$0.95', '$0.91', '$0.92', '$0.78', '$0.31']}",5,2,"Add the price of a purple pen and the price of a box of colored pencils:

$0.31 + $0.95 = $1.26

Tommy needs $1.26.",free_text,decimal_number,3,train,2,4875
34566,"Look at the table. Then answer the question. At a price of $345, is there a shortage or a surplus?","['shortage', 'surplus']",shortage,,,"Price | Quantity demanded | Quantity supplied
$345 | 19,800 | 5,800
$525 | 15,700 | 9,400
$705 | 11,600 | 13,000
$885 | 7,500 | 16,600
$1,065 | 3,400 | 20,200","{'Price': ['$345', '$525', '$705', '$885', '$1,065'], 'Quantity demanded': ['19,800', '15,700', '11,600', '7,500', '3,400'], 'Quantity supplied': ['5,800', '9,400', '13,000', '16,600', '20,200']}",6,3,"At the price of $345, the quantity demanded is greater than the quantity supplied. There is not enough of the good or service for sale at that price. So, there is a shortage.
",multi_choice,boolean_text,5,train,3,5273
15094,Look at the following schedule. Quincy just missed the 12.00 P.M. train at the theater district. What time is the next train?,"['10:45 A.M.', '10:15 A.M.', '1:45 P.M.', '12:15 P.M.']",12:15 P.M.,,Subway train schedule,"industrial district | 10:00 A.M. | 10:15 A.M. | 10:30 A.M. | 10:45 A.M. | 11:00 A.M.
waterfront | 11:00 A.M. | 11:15 A.M. | 11:30 A.M. | 11:45 A.M. | 12:00 P.M.
theater district | 12:00 P.M. | 12:15 P.M. | 12:30 P.M. | 12:45 P.M. | 1:00 P.M.
downtown | 1:00 P.M. | 1:15 P.M. | 1:30 P.M. | 1:45 P.M. | 2:00 P.M.","{'Column 1': ['industrial district', 'waterfront', 'theater district', 'downtown'], 'Column 2': ['10:00 A.M.', '11:00 A.M.', '12:00 P.M.', '1:00 P.M.'], 'Column 3': ['10:15 A.M.', '11:15 A.M.', '12:15 P.M.', '1:15 P.M.'], 'Column 4': ['10:30 A.M.', '11:30 A.M.', '12:30 P.M.', '1:30 P.M.'], 'Column 5': ['10:45 A.M.', '11:45 A.M.', '12:45 P.M.', '1:45 P.M.'], 'Column 6': ['11:00 A.M.', '12:00 P.M.', '1:00 P.M.', '2:00 P.M.']}",4,6,"Find 12:00 P. M. in the row for the theater district.

Look for the next train in that row.

The next train is at 12:15 P. M.",multi_choice,extractive_text,4,train,4,13540
